StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q102,Q109,Q109_DO,Q110,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q111,Q112,Q113,Q114,Q115,Q104,Q105,Q106,Q107,Q108,Q100,Q6,Q7,Q2,Q4,Q5,Q12,Q13,Q9,Q10,Q11,Q18,Q19,Q15,Q16,Q17,Q24,Q25,Q21,Q22,Q23,Q30,Q31,Q27,Q28,Q29,Q36,Q37,Q33,Q34,Q35,Q42,Q43,Q39,Q40,Q41,Q48,Q49,Q45,Q46,Q47,Q54,Q55,Q51,Q52,Q53,Q60,Q61,Q57,Q58,Q59,rid,age,pid,SUPNAME,SUPPLIER_ID,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,Q98 - Parent Topics,Q98 - Sentiment Polarity,Q98 - Sentiment Score,Q98 - Sentiment,Q98 - Topic Sentiment Label,Q98 - Topic Sentiment Score,Q98 - Topics,rights_DO
2021-05-19 12:35:36,2021-05-19 12:39:42,IP Address,107.77.194.116,100,246,True,2021-05-19 12:39:43,R_25FoYiAqmE6xS4b,,,,,41.246307373046875,-81.83100128173828125,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",28,Female,"$100,000 +",Single,Some college,White,Born in the USA,NA,Yes,Lebanon,Lebanon,1989,1990,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Donald Trump,Asian or Pacific Islander,Asian Indian,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Ph.D. degree,Black or African American,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Bachelor's degree,Asian or Pacific Islander,Filipino,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55a26-ddb3-9386-5b15-156f59efc839,28,,,,Cindy Patel,Jin Wang,Jin Le,Latasha Williams,John Olson,Hong Chen,Cecilia Chen,Wei Li,Alex Li,David Tran,,,,,,,,Q104|Q106|Q105|Q107|Q108
2021-05-19 12:35:49,2021-05-19 12:39:51,IP Address,50.34.82.194,100,241,True,2021-05-19 12:39:51,R_2q4AMl6NjHoEQMi,,,,,47.67840576171875,-122.185699462890625,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",25,Female,"$100,000 +",Single,Bachelor's degree,Asian,"Vietnam ",1996,No,"Vietnam ","Vietnam ",1988,1992,Somewhat disagree,Strongly Agree,Somewhat disagree,Somewhat disagree,Strongly Agree,Joe Biden,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Asian Indian,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Korean,Yes,"Upper income (More than $120,400)",Ph.D. degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55a67-acf6-97dc-6aa0-924eab43cd73,25,,,,Amy Yang,Alejandro Hernandez,Yong Le,Jane Wang,Andy Wang,David Patel,Young Le,Mary Meyer,Grace Wang,Mary Meyer,,,,,,,,Q108|Q106|Q107|Q104|Q105
2021-05-19 12:34:40,2021-05-19 12:39:58,IP Address,73.94.63.30,100,317,True,2021-05-19 12:39:58,R_1pAM46blCRrPJ4b,,,,,44.8961944580078125,-93.10359954833984375,anonymous,EN,Yes,I understand,I do not understand|I understand,Extremely interested,34,Female,"$0 - $24,999",Married,High school degree,Asian,"Philippines ",2017,No,None,None,"None ",None,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,Did not vote/not eligible to vote,Hispanic,,No,"Low income (Less than $40,100)",Bachelor's degree,Hispanic,,No,"Low income (Less than $40,100)",,American Indian or Alaska Native,,No,"Low income (Less than $40,100)",High school,Black or African American,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Korean,No,"Low income (Less than $40,100)",High school,White,,Yes,"Upper income (More than $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Chinese,No,"Low income (Less than $40,100)",High school,60a559f7-64c7-e0c4-0bef-bb645c2ae6cd,34,,,,Javier Martinez,Latonya Stone,Jennifer Nguyen,Latoya Weaver,Jennifer Pham,Alan Kim,Jian Li,William Hoffman,Cindy Le,Albert Chen,,,,,,,,Q106|Q107|Q105|Q104|Q108
2021-05-19 12:34:53,2021-05-19 12:40:01,IP Address,68.108.178.94,100,308,True,2021-05-19 12:40:02,R_3PNNY9pBWHntHf3,,,,,36.01190185546875,-115.04329681396484375,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",31,Female,"$50,000 - $74,999",Married,Bachelor's degree,Asian,"Thailand ",2010,No,"Thailand ",None,None,None,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Donald Trump,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",High school,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",High school,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Japanese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",High school,Asian or Pacific Islander,Korean,Yes,"Low income (Less than $40,100)",Bachelor's degree,Hispanic,,Yes,"Low income (Less than $40,100)",High school,60a55a0b-36ec-aebf-566e-179ef56c52a4,31,,,,Li Chen,Jane Nguyen,Li Yang,Dan Nguyen,Grace Patel,Jenny Pham,Eric Patel,Guadalupe Hernandez,Alan Kim,Miguel Ramirez,,,,,,,,Q107|Q104|Q105|Q108|Q106
2021-05-19 12:33:04,2021-05-19 12:40:09,IP Address,172.5.106.173,100,424,True,2021-05-19 12:40:09,R_21vWJ9siFIA6IsF,,,,,31.9033050537109375,-106.41699981689453125,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",23,Female,"$50,000 - $74,999",Divorced/Widowed,Bachelor's degree,Hispanic or Latino,Mexico,2011,Yes,Mexico,Mexico,2000,2011,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly Agree,Joe Biden,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Master's degree,Hispanic,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,American Indian or Alaska Native,,No,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Asian Indian,No,"Upper income (More than $120,400)",Ph.D. degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Ph.D. degree,Hispanic,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a559ba-d0e3-84b1-cc72-231edc9f8e8f,23,,,,Vivian Wang,Hector Ramirez,Tamika Stone,David Kim,Peter Li,Michael Johnston,Sam Wang,Javier Lopez,Thomas Hansen,Latoya Weaver,,,,,,,,Q108|Q107|Q105|Q106|Q104
2021-05-19 12:34:30,2021-05-19 12:40:10,IP Address,98.207.146.67,100,339,True,2021-05-19 12:40:10,R_3FRnyEgMtIUAl5y,,,,,37.294097900390625,-121.89959716796875,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",31,Female,"$100,000 +",Married,Bachelor's degree,Asian,India,2019,No,,,,,Somewhat disagree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Did not vote/not eligible to vote,Asian or Pacific Islander,Asian Indian,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Other,,No,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Upper income (More than $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,60a55a53-67d3-1200-b033-4f5080a719e6,30,,,,Yong Patel,Lakisha Fox,Ebony Wood,Thanh Li,Tamika Fox,Roosevelt Stone,David Larson,William Johnston,Latasha Washington,Latonya Jackson,,,,,,,,Q105|Q106|Q104|Q107|Q108
2021-05-19 12:36:45,2021-05-19 12:40:16,IP Address,73.3.2.177,100,210,True,2021-05-19 12:40:16,R_3fCRZoiWiCXosTw,,,,,39.0944061279296875,-94.4098968505859375,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",31,Female,"$25,000 - $49,999",Divorced/Widowed,Some college,White,Canada,1999,No,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Agree,Strongly disagree,Donald Trump,Asian or Pacific Islander,Korean,No,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",High school,Asian or Pacific Islander,Asian Indian,No,"Upper income (More than $120,400)",Ph.D. degree,Hispanic,,No,"Low income (Less than $40,100)",High school,Hispanic,,No,"Low income (Less than $40,100)",High school,Black or African American,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",High school,Black or African American,,Yes,"Low income (Less than $40,100)",High school,Black or African American,,Yes,"Low income (Less than $40,100)",High school,60a55ad0-7fce-35f6-f7ff-8520015aa2b1,31,,,,Jin Li,Albert Le,Richard Olson,Thanh Le,Miguel Rodriguez,Hector Rodriguez,Tanisha Weaver,Cindy Patel,Cecilia Kim,Young Patel,,,,,,,,Q106|Q107|Q104|Q108|Q105
2021-05-19 12:34:32,2021-05-19 12:40:21,IP Address,72.49.169.194,100,349,True,2021-05-19 12:40:21,R_3J3OxcWvvL12h2n,,,,,39.3202056884765625,-84.552001953125,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",38,Male,"$75,000 - $99,999",Divorced/Widowed,Bachelor's degree,White,Born in us,Born in us,Yes,Germany,Northern Ireland,1937,1971,Somewhat agree,Neither agree nor disagree,Strongly Agree,Strongly disagree,Somewhat disagree,Donald Trump,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",High school,Black or African American,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",High school,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55a21-c688-7d49-f2dc-81f590491107,38,,,,Andrew Li,Robert Hoffman,John Snyder,Eric Kim,Salvador Ramirez,Darnell Carpenter,John Snyder,Alejandro Hernandez,Wei Li,Eric Li,,,,,,,,Q108|Q105|Q107|Q106|Q104
2021-05-19 12:26:37,2021-05-19 12:40:28,IP Address,206.74.76.28,100,830,True,2021-05-19 12:40:28,R_3LjLiNZxxGM9Pbl,,,,,34.3188934326171875,-80.9250030517578125,anonymous,EN,Yes,I understand,I understand|I do not understand,Extremely interested,50,Male,"$75,000 - $99,999",Married,Master's degree,White,NY,2000,No,tt,e54,2009,no,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat agree,Joe Biden,White,,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Upper income (More than $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Ph.D. degree,White,,Yes,"Upper income (More than $120,400)",Ph.D. degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Ph.D. degree,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,60a5580b-1f2c-3767-d3ce-6c279b3992eb,51,,,,Cindy Tran,Darnell Washington,Li Tran,Cecilia Patel,Andy Wang,Roosevelt Washington,Jane Chen,Mary Hansen,Hung Nguyen,Ebony Sullivan,,,,,,,,Q106|Q105|Q107|Q108|Q104
2021-05-19 12:37:47,2021-05-19 12:40:28,IP Address,75.20.170.104,100,161,True,2021-05-19 12:40:29,R_1pKwyq0xLan39Hf,,,,,32.589202880859375,-96.944000244140625,anonymous,EN,Yes,I understand,I understand|I do not understand,Extremely interested,44,Female,"$25,000 - $49,999",Divorced/Widowed,High school degree,Asian,"China ",1989,Yes,"China ","China ",1980,1980,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Did not vote/not eligible to vote,Asian or Pacific Islander,Chinese,No,"Low income (Less than $40,100)",High school,Other,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,No,"Upper income (More than $120,400)",Ph.D. degree,Hispanic,,No,"Low income (Less than $40,100)",Ph.D. degree,Hispanic,,No,"Upper income (More than $120,400)",Bachelor's degree,White,,Yes,"Low income (Less than $40,100)",Ph.D. degree,Black or African American,,,"Low income (Less than $40,100)",Bachelor's degree,Asian or Pacific Islander,Korean,No,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Master's degree,60a55add-cd88-d544-7eb6-6b8f1c08b854,44,,,,Jin Chen,Grace Li,Latonya Carpenter,Alejandro Torres,Latasha Sullivan,William Hansen,Michael Larson,Jenny Chen,Dan Chen,Jian Pham,,,,,,,,Q107|Q105|Q106|Q104|Q108
2021-05-19 12:32:40,2021-05-19 12:40:32,IP Address,68.73.121.172,100,472,True,2021-05-19 12:40:33,R_cMzaHklYZJLLMDD,,,,,40.8115997314453125,-81.4972991943359375,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",51,Male,"$75,000 - $99,999",Divorced/Widowed,Master's degree,Black or African American,N/A,N/A,Yes,Guyana,Guyana,1956,1958,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Joe Biden,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Hispanic,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Master's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,60a55985-5798-3942-ed6c-2e8ad1513533,51,,,,William Johnston,William Johnston,Jennifer Kim,Latasha Wood,Darnell Washington,Jorge Hernandez,Jian Chen,Miguel Lopez,May Wang,Amy Kim,,,,,,,,Q108|Q105|Q107|Q106|Q104
2021-05-19 12:34:50,2021-05-19 12:40:33,IP Address,173.20.163.218,100,343,True,2021-05-19 12:40:34,R_3GBvD1T7zNUl1Aw,,,,,41.8368988037109375,-94.11009979248046875,anonymous,EN,Yes,I understand,I understand|I do not understand,Extremely interested,60,Male,"$100,000 +",Married,Bachelor's degree,White,United States,1980,No,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Donald Trump,White,,No,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Korean,No,"Low income (Less than $40,100)",Bachelor's degree,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Other Asian,No,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Black or African American,,Yes,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Chinese,No,"Low income (Less than $40,100)",High school,60a55a65-bdbe-5dd3-04a4-4b7f55e53d92,60,,,,Richard Larson,Andy Tran,Albert Kim,Guadalupe Martinez,Hong Pham,Cindy Chen,Eric Kim,Mark Hansen,Lakisha Wood,Eric Kim,,,,,,,,Q107|Q108|Q105|Q104|Q106
2021-05-19 12:35:45,2021-05-19 12:40:33,IP Address,98.209.155.22,100,288,True,2021-05-19 12:40:34,R_3dYcsqX83fkMjyn,,,,,42.7593994140625,-83.408599853515625,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",34,Female,"$75,000 - $99,999",Married,Bachelor's degree,White,Japan,2000,Yes,Japan,Unite states,1995,2000,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Donald Trump,Hispanic,,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Chinese,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Vietnamese,No,"Low income (Less than $40,100)",High school,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,American Indian or Alaska Native,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,No,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Low income (Less than $40,100)",High school,Hispanic,,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Asian Indian,No,"Low income (Less than $40,100)",High school,60a55a65-5e77-df3c-bca7-4d62b7aadab5,34,,,,Guadalupe Gonzalez,Jane Wang,Jin Pham,Tamika Burke,James Olson,Albert Nguyen,Mary Wagner,Sam Li,Juan Gonzalez,Jennifer Patel,,,,,,,,Q108|Q105|Q107|Q106|Q104
2021-05-19 12:33:35,2021-05-19 12:40:37,IP Address,172.58.2.254,100,422,True,2021-05-19 12:40:37,R_vcpfc1ITL8Xyp0J,,,,,33.7837982177734375,-84.44550323486328125,anonymous,EN,Yes,I do not understand,I do not understand|I understand,"Extremely interested,Very interested",30,Female,"$100,000 +",Married,Master's degree,Black or African American,"None ","None ",No,Haiti,"None ",1969,"None ",Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly Agree,Joe Biden,White,,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Ph.D. degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Black or African American,,Yes,"Low income (Less than $40,100)",Bachelor's degree,Hispanic,,Yes,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Korean,Yes,"Upper income (More than $120,400)",Ph.D. degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Low income (Less than $40,100)",High school,60a559de-dbc5-5226-721f-536b31cc4e77,30,,,,Michael Wagner,Cecilia Yang,May Wang,Ebony Sullivan,Guadalupe Torres,Darnell Jackson,Jorge Torres,Li Nguyen,Mary Snyder,Salvador Perez,,,,,,,,Q104|Q107|Q106|Q105|Q108
2021-05-19 12:35:23,2021-05-19 12:40:41,IP Address,73.81.116.209,100,317,True,2021-05-19 12:40:41,R_DvPlTESj1QR6YSd,,,,,39.9842987060546875,-75.22660064697265625,anonymous,EN,Yes,I understand,I understand|I do not understand,Very interested,30,Male,"$25,000 - $49,999",Single,High school degree,Black or African American,Usa,Usa,No,,,,,Strongly Agree,Strongly Agree,Somewhat agree,Somewhat agree,Strongly Agree,Donald Trump,Black or African American,,Yes,"Low income (Less than $40,100)",High school,Black or African American,,No,"Low income (Less than $40,100)",High school,Black or African American,,No,"Low income (Less than $40,100)",High school,Black or African American,,Yes,"Low income (Less than $40,100)",High school,Black or African American,,Yes,"Low income (Less than $40,100)",High school,Black or African American,,No,"Low income (Less than $40,100)",High school,Black or African American,,No,"Low income (Less than $40,100)",High school,Black or African American,,No,"Low income (Less than $40,100)",High school,Black or African American,,No,"Low income (Less than $40,100)",High school,Black or African American,,No,"Low income (Less than $40,100)",High school,60a55957-2ed0-3cd6-6118-20a47f432663,30,,,,Miguel Perez,Andy Le,Sam Wang,Cecilia Le,Sam Kim,Michael Snyder,Latasha Williams,Jenny Yang,Tanisha Jackson,Thanh Wang,,,,,,,,Q105|Q106|Q108|Q107|Q104
2021-05-19 12:34:37,2021-05-19 12:40:48,IP Address,68.51.129.98,100,370,True,2021-05-19 12:40:48,R_reyzM27bE3ep3pv,,,,,43.1963043212890625,-86.271697998046875,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",37,Male,"$0 - $24,999",Single,High school degree,White,usa,usa,,no,usa,usa,usa,Neither agree nor disagree,Somewhat agree,Strongly Agree,Somewhat agree,,Joe Biden,Asian or Pacific Islander,Filipino,No,"Low income (Less than $40,100)",High school,White,,No,"Low income (Less than $40,100)",High school,White,,No,"Low income (Less than $40,100)",High school,White,,No,"Low income (Less than $40,100)",High school,White,,Yes,"Low income (Less than $40,100)",Bachelor's degree,Black or African American,,No,"Middle income	($41,000 - $120,400)",High school,Black or African American,,Yes,"Upper income (More than $120,400)",High school,White,,No,"Low income (Less than $40,100)",Master's degree,White,,No,"Low income (Less than $40,100)",High school,White,,No,"Low income (Less than $40,100)",High school,60a55a26-5fe1-2fde-8e8b-c4358dc307b1,37,,,,Minh Nguyen,Richard Wagner,Latonya Washington,Julio Rodriguez,James Meyer,Latonya Wood,Roosevelt Jackson,Sam Patel,Mary Ryan,Latasha Burke,,,,,,,,Q104|Q108|Q106|Q105|Q107
2021-05-19 12:37:07,2021-05-19 12:40:56,IP Address,69.215.229.38,100,228,True,2021-05-19 12:40:56,R_22LKKjt0F5U53rJ,,,,,30.5088958740234375,-97.67960357666015625,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",19,Male,"$75,000 - $99,999",Single,Some college,Hispanic or Latino,Mexico,2001,Yes,Mexico,Mexico,2001,2001,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Donald Trump,Hispanic,,Yes,"Low income (Less than $40,100)",Ph.D. degree,Black or African American,,Yes,"Upper income (More than $120,400)",High school,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Low income (Less than $40,100)",High school,Black or African American,,No,"Low income (Less than $40,100)",High school,American Indian or Alaska Native,,No,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",High school,Black or African American,,No,"Upper income (More than $120,400)",Master's degree,White,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55a98-82c1-6ef0-5956-b35e4a6151b3,19,,,,David Larson,Thanh Patel,Thomas Schmidt,David Schmidt,Latoya Jackson,Alex Li,Darnell Sullivan,Miguel Hernandez,Amy Chen,Alejandro Sanchez,,,,,,,,Q108|Q106|Q107|Q104|Q105
2021-05-19 12:37:10,2021-05-19 12:40:56,IP Address,172.56.31.61,100,225,True,2021-05-19 12:40:57,R_1IhdZ6IIviD451K,,,,,32.7404937744140625,-117.09349822998046875,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",30,Male,"$50,000 - $74,999",Single,Bachelor's degree,Asian,vietnam,1990,No,vietnam,cambodia,1987,1987,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Joe Biden,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,No,"Low income (Less than $40,100)",High school,60a55aa6-ddbf-9e2f-08ce-3f16ee70dbdb,30,,,,Jane Li,Jennifer Yang,John Wagner,Alan Wang,Eric Nguyen,Cecilia Li,Mary Hansen,Andy Yang,Amy Yang,Minh Yang,,,,,,,,Q108|Q104|Q105|Q106|Q107
